日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,"4,445","326,965",73.5,74.2,73.0,73.1,0.7,"3,166"
114/08/07,"4,449","322,261",72.3,72.9,72.0,72.4,0.4,"3,297"
114/08/06,"12,953","941,536",74.4,74.4,72.0,72.0,-2.5,"10,026"
114/08/05,"6,843","512,385",75.7,76.0,74.5,74.5,-1.0,"5,594"
114/08/04,"4,254","322,665",75.5,76.6,75.4,75.5,-0.9,"2,619"
114/08/01,"6,582","497,732",75.0,76.4,74.5,76.4,0.9,"5,054"
114/08/01,"6,582","497,732",75.0,76.4,74.5,76.4,0.9,"5,054"
114/07/31,"9,859","736,615",74.7,76.2,72.9,75.5,0.7,"6,142"
114/07/31,"9,859","736,615",74.7,76.2,72.9,75.5,0.7,"6,142"
114/07/30,"2,058","154,099",75.4,75.4,74.5,74.8,0.1,"1,613"
114/07/30,"2,058","154,099",75.4,75.4,74.5,74.8,0.1,"1,613"
114/07/29,"6,123","457,882",75.2,75.6,74.0,74.7,-0.4,"4,433"
114/07/29,"6,123","457,882",75.2,75.6,74.0,74.7,-0.4,"4,433"
114/07/28,"4,539","341,180",75.8,75.8,74.8,75.1,0.0,"3,152"
114/07/28,"4,539","341,180",75.8,75.8,74.8,75.1,0.0,"3,152"
114/07/25,"4,737","356,735",76.0,76.1,74.9,75.1,-0.6,"3,217"
114/07/25,"4,737","356,735",76.0,76.1,74.9,75.1,-0.6,"3,217"
114/07/24,"8,494","638,378",76.2,76.2,74.0,75.7,0.1,"5,892"
114/07/24,"8,494","638,378",76.2,76.2,74.0,75.7,0.1,"5,892"
114/07/23,"2,638","199,950",75.7,76.6,75.3,75.6,0.5,"1,890"
114/07/23,"2,638","199,950",75.7,76.6,75.3,75.6,0.5,"1,890"
114/07/22,"4,964","378,245",77.8,77.8,75.1,75.1,-1.8,"4,010"
114/07/22,"4,964","378,245",77.8,77.8,75.1,75.1,-1.8,"4,010"
114/07/21,"5,490","424,114",77.3,78.3,76.8,76.9,0.0,"3,473"
114/07/21,"5,490","424,114",77.3,78.3,76.8,76.9,0.0,"3,473"
114/07/18,"4,812","369,406",76.5,77.2,76.1,76.9,1.0,"3,428"
114/07/18,"4,812","369,406",76.5,77.2,76.1,76.9,1.0,"3,428"
114/07/17,"5,292","399,350",75.3,76.1,74.8,75.9,1.2,"3,856"
114/07/17,"5,292","399,350",75.3,76.1,74.8,75.9,1.2,"3,856"
114/07/16,"7,423","561,167",76.4,76.7,74.7,74.7,-1.2,"5,283"
114/07/16,"7,423","561,167",76.4,76.7,74.7,74.7,-1.2,"5,283"
114/07/15,"3,701","281,511",76.3,76.4,75.7,75.9,-0.2,"2,460"
114/07/15,"3,701","281,511",76.3,76.4,75.7,75.9,-0.2,"2,460"
114/07/14,"4,002","303,409",76.5,76.5,75.2,76.1,0.1,"2,475"
114/07/14,"4,002","303,409",76.5,76.5,75.2,76.1,0.1,"2,475"
114/07/11,"7,235","547,833",75.7,76.6,74.8,76.0,0.3,"4,803"
114/07/11,"7,235","547,833",75.7,76.6,74.8,76.0,0.3,"4,803"
114/07/10,"7,641","580,759",77.0,77.7,75.1,75.7,-1.7,"4,776"
114/07/10,"7,641","580,759",77.0,77.7,75.1,75.7,-1.7,"4,776"
114/07/09,"7,206","550,922",75.8,77.5,75.5,77.4,1.9,"3,946"
114/07/09,"7,206","550,922",75.8,77.5,75.5,77.4,1.9,"3,946"
114/07/08,"6,619","501,670",77.1,77.1,74.9,75.5,-2.0,"4,868"
114/07/08,"6,619","501,670",77.1,77.1,74.9,75.5,-2.0,"4,868"
114/07/07,"7,293","563,650",77.7,78.5,76.5,77.5,-0.8,"3,721"
114/07/07,"7,293","563,650",77.7,78.5,76.5,77.5,-0.8,"3,721"
114/07/04,"6,311","495,558",79.4,79.6,77.7,78.3,-0.7,"4,028"
114/07/04,"6,311","495,558",79.4,79.6,77.7,78.3,-0.7,"4,028"
114/07/03,"7,639","600,888",78.3,79.4,77.5,79.0,1.2,"5,899"
114/07/03,"7,639","600,888",78.3,79.4,77.5,79.0,1.2,"5,899"
114/07/02,"7,808","602,760",75.1,78.2,75.0,77.8,3.0,"5,414"
114/07/02,"7,808","602,760",75.1,78.2,75.0,77.8,3.0,"5,414"
114/07/01,"3,571","268,643",75.8,76.5,74.5,74.8,-1.0,"3,126"
114/07/01,"3,571","268,643",75.8,76.5,74.5,74.8,-1.0,"3,126"
114/06/30,"4,535","345,756",77.5,78.2,75.2,75.8,-1.1,"3,773"
114/06/30,"4,535","345,756",77.5,78.2,75.2,75.8,-1.1,"3,773"
114/06/27,"4,555","350,297",77.0,77.6,76.0,76.9,0.0,"3,074"
114/06/27,"4,555","350,297",77.0,77.6,76.0,76.9,0.0,"3,074"
114/06/26,"10,565","817,275",78.5,79.7,76.5,76.9,-2.1,"7,455"
114/06/26,"10,565","817,275",78.5,79.7,76.5,76.9,-2.1,"7,455"
114/06/25,"10,926","862,054",78.0,79.9,77.5,79.0,2.1,"8,484"
114/06/25,"10,926","862,054",78.0,79.9,77.5,79.0,2.1,"8,484"
114/06/24,"15,986","1,223,680",73.8,78.9,72.0,76.9,4.8,"10,690"
114/06/24,"15,986","1,223,680",73.8,78.9,72.0,76.9,4.8,"10,690"
114/06/23,"8,880","672,409",74.7,76.1,74.5,76.1,0.2,"4,065"
114/06/23,"8,880","672,409",74.7,76.1,74.5,76.1,0.2,"4,065"
114/06/20,"9,726","733,450",77.5,77.6,74.0,75.9,-1.6,"6,004"
114/06/20,"9,726","733,450",77.5,77.6,74.0,75.9,-1.6,"6,004"
114/06/19,"8,629","672,722",79.5,79.5,77.5,77.5,-1.8,"5,445"
114/06/19,"8,629","672,722",79.5,79.5,77.5,77.5,-1.8,"5,445"
114/06/18,"4,498","357,923",79.6,80.2,78.7,79.3,-0.2,"5,262"
114/06/18,"4,498","357,923",79.6,80.2,78.7,79.3,-0.2,"5,262"
114/06/17,"6,193","498,299",80.2,81.6,79.5,79.5,-0.5,"5,348"
114/06/17,"6,193","498,299",80.2,81.6,79.5,79.5,-0.5,"5,348"
114/06/16,"3,231","258,233",79.1,80.5,78.4,80.0,0.9,"2,317"
114/06/16,"3,231","258,233",79.1,80.5,78.4,80.0,0.9,"2,317"
114/06/13,"6,199","491,143",80.1,80.8,78.4,79.1,-1.9,"4,693"
114/06/13,"6,199","491,143",80.1,80.8,78.4,79.1,-1.9,"4,693"
114/06/12,"5,271","429,020",81.4,82.0,80.8,81.0,-0.2,"3,746"
114/06/12,"5,271","429,020",81.4,82.0,80.8,81.0,-0.2,"3,746"
114/06/11,"15,970","1,303,278",81.4,83.0,80.3,81.2,0.9,"11,715"
114/06/11,"15,970","1,303,278",81.4,83.0,80.3,81.2,0.9,"11,715"
114/06/10,"18,046","1,439,609",76.8,81.3,76.8,80.3,4.0,"11,439"
114/06/10,"18,046","1,439,609",76.8,81.3,76.8,80.3,4.0,"11,439"
114/06/09,"2,519","192,117",76.1,76.5,75.9,76.3,0.3,"1,801"
